2.920000000000000000e+03
2.615000000000000000e+03
2.390000000000000000e+03
2.175000000000000000e+03
1.942000000000000227e+03
1.738333333333333258e+03
1.564285714285714221e+03
1.412500000000000000e+03
1.280000000000000000e+03
1.166000000000000000e+03
1.066363636363636488e+03
9.800000000000000000e+02
9.030769230769230944e+02
8.364285714285714448e+02
7.766666666666667425e+02
7.237500000000000000e+02
6.764705882352940307e+02
6.338888888888889142e+02
5.952631578947368780e+02
5.605000000000000000e+02
